name,time_seconds,result
gl_grafo362.19.gml.cnf,3.0,SAT
gl_grafo363.10.gml.cnf,0,SAT
gl_grafo364.14.gml.cnf,0,SAT
gl_grafo366.16.gml.cnf,0,SAT
gl_grafo367.14.gml.cnf,1.0,SAT
gl_grafo368.11.gml.cnf,0,SAT
gl_grafo369.20.gml.cnf,0,SAT
gl_grafo370.14.gml.cnf,1.0,SAT
gl_grafo371.14.gml.cnf,0,SAT
gl_grafo373.13.gml.cnf,0,SAT
gl_grafo374.18.gml.cnf,1.0,SAT
gl_grafo375.17.gml.cnf,0,SAT
gl_grafo376.10.gml.cnf,0,SAT
gl_grafo377.13.gml.cnf,0,SAT
gl_grafo378.14.gml.cnf,1.0,SAT
gl_grafo379.15.gml.cnf,0,SAT
gl_grafo382.15.gml.cnf,0,SAT
gl_grafo383.12.gml.cnf,0,SAT
gl_grafo384.19.gml.cnf,0,SAT
gl_grafo385.17.gml.cnf,1.0,SAT
gl_grafo386.15.gml.cnf,1.0,SAT
gl_grafo387.13.gml.cnf,0,SAT
gl_grafo388.13.gml.cnf,0,SAT
gl_grafo389.19.gml.cnf,1.0,SAT
gl_grafo390.13.gml.cnf,0,SAT
gl_grafo391.15.gml.cnf,0,SAT
gl_grafo392.13.gml.cnf,0,SAT
gl_grafo393.13.gml.cnf,0,SAT
gl_grafo394.11.gml.cnf,0,SAT
gl_grafo396.15.gml.cnf,1.0,SAT
gl_grafo397.11.gml.cnf,0,SAT
gl_grafo399.15.gml.cnf,0,SAT
gl_grafo400.16.gml.cnf,0,SAT
gl_grafo401.11.gml.cnf,1.0,SAT
gl_grafo402.10.gml.cnf,0,SAT
gl_grafo403.14.gml.cnf,0,SAT
gl_grafo404.12.gml.cnf,0,SAT
gl_grafo405.16.gml.cnf,0,SAT
gl_grafo406.13.gml.cnf,1.0,SAT
gl_grafo407.10.gml.cnf,0,SAT
gl_grafo408.11.gml.cnf,0,SAT
gl_grafo409.19.gml.cnf,1.0,SAT
gl_grafo410.14.gml.cnf,0,SAT
gl_grafo411.16.gml.cnf,1.0,SAT
gl_grafo413.20.gml.cnf,0,SAT
gl_grafo414.14.gml.cnf,0,SAT
gl_grafo415.17.gml.cnf,1.0,SAT
gl_grafo416.18.gml.cnf,2.0,SAT
gl_grafo417.13.gml.cnf,0,SAT
gl_grafo418.16.gml.cnf,1.0,SAT
gl_grafo419.15.gml.cnf,0,SAT
gl_grafo420.17.gml.cnf,1.0,SAT
gl_grafo421.16.gml.cnf,0,SAT
gl_grafo422.17.gml.cnf,0,SAT
gl_grafo423.19.gml.cnf,2.0,SAT
gl_grafo424.18.gml.cnf,0,SAT
gl_grafo425.13.gml.cnf,0,SAT
gl_grafo426.19.gml.cnf,3.0,SAT
gl_grafo428.19.gml.cnf,0,SAT
gl_grafo429.20.gml.cnf,2.0,SAT
gl_grafo430.13.gml.cnf,0,SAT
gl_grafo431.13.gml.cnf,0,SAT
gl_grafo432.19.gml.cnf,1.0,SAT
gl_grafo434.20.gml.cnf,2.0,SAT
gl_grafo435.12.gml.cnf,0,SAT
gl_grafo436.12.gml.cnf,0,SAT
gl_grafo437.12.gml.cnf,0,SAT
gl_grafo439.11.gml.cnf,0,SAT
gl_grafo440.13.gml.cnf,0,SAT
gl_grafo441.11.gml.cnf,1.0,SAT
gl_grafo442.12.gml.cnf,0,SAT
gl_grafo443.13.gml.cnf,0,SAT
gl_grafo444.16.gml.cnf,1.0,SAT
gl_grafo446.17.gml.cnf,0,SAT
gl_grafo447.14.gml.cnf,0,SAT
gl_grafo448.11.gml.cnf,0,SAT
gl_grafo449.18.gml.cnf,1.0,SAT
gl_grafo452.14.gml.cnf,0,SAT
gl_grafo453.12.gml.cnf,0,SAT
gl_grafo454.17.gml.cnf,0,SAT
gl_grafo455.10.gml.cnf,1.0,SAT
gl_grafo457.12.gml.cnf,0,SAT
gl_grafo458.14.gml.cnf,0,SAT
gl_grafo459.17.gml.cnf,1.0,SAT
gl_grafo460.10.gml.cnf,0,SAT
gl_grafo461.10.gml.cnf,0,SAT
gl_grafo462.10.gml.cnf,0,SAT
gl_grafo463.15.gml.cnf,0,SAT
gl_grafo464.17.gml.cnf,2.0,SAT
gl_grafo465.10.gml.cnf,0,SAT
gl_grafo466.10.gml.cnf,0,SAT
gl_grafo467.15.gml.cnf,0,SAT
gl_grafo468.19.gml.cnf,1.0,SAT
gl_grafo469.18.gml.cnf,0,SAT
gl_grafo470.17.gml.cnf,0,SAT
gl_grafo471.18.gml.cnf,1.0,SAT
gl_grafo472.12.gml.cnf,0,SAT
gl_grafo473.10.gml.cnf,0,SAT
gl_grafo474.10.gml.cnf,0,SAT
gl_grafo475.15.gml.cnf,0,SAT
gl_grafo476.19.gml.cnf,6.0,SAT
gl_grafo477.13.gml.cnf,0,SAT
gl_grafo479.17.gml.cnf,0,SAT
gl_grafo480.15.gml.cnf,0,SAT
gl_grafo482.13.gml.cnf,0,SAT
gl_grafo483.15.gml.cnf,1.0,SAT
gl_grafo485.16.gml.cnf,0,SAT
gl_grafo486.13.gml.cnf,0,SAT
gl_grafo487.14.gml.cnf,1.0,SAT
gl_grafo489.14.gml.cnf,0,SAT
gl_grafo491.12.gml.cnf,0,SAT
gl_grafo492.18.gml.cnf,0,SAT
gl_grafo493.12.gml.cnf,0,SAT
gl_grafo494.13.gml.cnf,1.0,SAT
gl_grafo495.20.gml.cnf,0,SAT
gl_grafo496.15.gml.cnf,0,SAT
gl_grafo497.15.gml.cnf,0,SAT
gl_grafo498.12.gml.cnf,1.0,SAT
gl_grafo500.15.gml.cnf,0,SAT
gl_grafo501.13.gml.cnf,0,SAT
gl_grafo502.20.gml.cnf,1.0,SAT
gl_grafo503.11.gml.cnf,0,SAT
gl_grafo505.13.gml.cnf,0,SAT
gl_grafo508.20.gml.cnf,1.0,SAT
gl_grafo510.13.gml.cnf,0,SAT
gl_grafo511.13.gml.cnf,0,SAT
gl_grafo512.16.gml.cnf,0,SAT
gl_grafo513.10.gml.cnf,0,SAT
gl_grafo514.13.gml.cnf,0,SAT
gl_grafo515.11.gml.cnf,1.0,SAT
gl_grafo516.15.gml.cnf,0,SAT
gl_grafo517.17.gml.cnf,1.0,SAT
gl_grafo518.15.gml.cnf,0,SAT
gl_grafo519.12.gml.cnf,0,SAT
gl_grafo520.14.gml.cnf,0,SAT
gl_grafo521.20.gml.cnf,1.0,SAT
gl_grafo523.20.gml.cnf,1.0,SAT
gl_grafo524.14.gml.cnf,0,SAT
gl_grafo525.16.gml.cnf,0,SAT
gl_grafo526.12.gml.cnf,0,SAT
gl_grafo527.17.gml.cnf,1.0,SAT
gl_grafo528.18.gml.cnf,0,SAT
gl_grafo529.16.gml.cnf,1.0,SAT
gl_grafo530.13.gml.cnf,0,SAT
gl_grafo531.17.gml.cnf,0,SAT
gl_grafo532.11.gml.cnf,0,SAT
gl_grafo533.11.gml.cnf,0,SAT
gl_grafo534.15.gml.cnf,1.0,SAT
gl_grafo535.20.gml.cnf,1.0,SAT
gl_grafo536.14.gml.cnf,0,SAT
gl_grafo538.18.gml.cnf,1.0,SAT
gl_grafo540.16.gml.cnf,0,SAT
gl_grafo541.10.gml.cnf,0,SAT
gl_grafo542.12.gml.cnf,1.0,SAT
gl_grafo543.12.gml.cnf,0,SAT
gl_grafo546.12.gml.cnf,0,SAT
gl_grafo547.16.gml.cnf,0,SAT
gl_grafo548.13.gml.cnf,0,SAT
gl_grafo549.15.gml.cnf,0,SAT
gl_grafo550.15.gml.cnf,1.0,SAT
gl_grafo553.16.gml.cnf,1.0,SAT
gl_grafo554.10.gml.cnf,0,SAT
gl_grafo555.12.gml.cnf,0,SAT
gl_grafo556.15.gml.cnf,0,SAT
gl_grafo557.11.gml.cnf,0,SAT
gl_grafo558.15.gml.cnf,0,SAT
gl_grafo559.13.gml.cnf,1.0,SAT
gl_grafo560.18.gml.cnf,0,SAT
gl_grafo561.20.gml.cnf,1.0,SAT
gl_grafo562.14.gml.cnf,0,SAT
gl_grafo563.19.gml.cnf,0,SAT
gl_grafo564.12.gml.cnf,0,SAT
gl_grafo565.17.gml.cnf,1.0,SAT
gl_grafo566.18.gml.cnf,0,SAT
gl_grafo567.14.gml.cnf,0,SAT
gl_grafo568.20.gml.cnf,1.0,SAT
gl_grafo570.16.gml.cnf,1.0,SAT
gl_grafo571.12.gml.cnf,0,SAT
gl_grafo572.17.gml.cnf,0,SAT
gl_grafo573.13.gml.cnf,0,SAT
gl_grafo574.12.gml.cnf,0,SAT
gl_grafo576.12.gml.cnf,1.0,SAT
gl_grafo577.13.gml.cnf,0,SAT
gl_grafo582.15.gml.cnf,0,SAT
gl_grafo583.15.gml.cnf,0,SAT
gl_grafo585.15.gml.cnf,0,SAT
gl_grafo586.10.gml.cnf,0,SAT
gl_grafo587.10.gml.cnf,0,SAT
gl_grafo588.19.gml.cnf,3.0,SAT
gl_grafo589.12.gml.cnf,0,SAT
gl_grafo590.15.gml.cnf,0,SAT
gl_grafo592.14.gml.cnf,0,SAT
gl_grafo593.12.gml.cnf,1.0,SAT
gl_grafo594.11.gml.cnf,0,SAT
gl_grafo595.13.gml.cnf,0,SAT
gl_grafo596.14.gml.cnf,0,SAT
gl_grafo597.17.gml.cnf,1.0,SAT
gl_grafo599.18.gml.cnf,0,SAT
gl_grafo600.19.gml.cnf,2.0,SAT
gl_grafo601.19.gml.cnf,1.0,SAT
gl_grafo602.15.gml.cnf,1.0,SAT
gl_grafo604.12.gml.cnf,0,SAT
gl_grafo607.15.gml.cnf,0,SAT
gl_grafo608.13.gml.cnf,0,SAT
gl_grafo609.12.gml.cnf,0,SAT
gl_grafo611.12.gml.cnf,1.0,SAT
gl_grafo612.11.gml.cnf,0,SAT
gl_grafo613.10.gml.cnf,0,SAT
gl_grafo615.15.gml.cnf,0,SAT
gl_grafo616.19.gml.cnf,0,SAT
gl_grafo617.17.gml.cnf,0,SAT
gl_grafo618.13.gml.cnf,1.0,SAT
gl_grafo619.13.gml.cnf,0,SAT
gl_grafo621.19.gml.cnf,0,SAT
gl_grafo623.13.gml.cnf,0,SAT
gl_grafo624.17.gml.cnf,1.0,SAT
gl_grafo625.14.gml.cnf,0,SAT
gl_grafo626.11.gml.cnf,0,SAT
gl_grafo628.14.gml.cnf,0,SAT
gl_grafo629.14.gml.cnf,0,SAT
gl_grafo631.16.gml.cnf,1.0,SAT
gl_grafo632.13.gml.cnf,0,SAT
gl_grafo633.10.gml.cnf,0,SAT
gl_grafo635.13.gml.cnf,0,SAT
gl_grafo637.13.gml.cnf,1.0,SAT
gl_grafo638.12.gml.cnf,0,SAT
gl_grafo639.14.gml.cnf,0,SAT
gl_grafo640.16.gml.cnf,0,SAT
gl_grafo642.14.gml.cnf,0,SAT
gl_grafo643.12.gml.cnf,0,SAT
gl_grafo644.14.gml.cnf,0,SAT
gl_grafo645.17.gml.cnf,0,SAT
gl_grafo649.14.gml.cnf,0,SAT
gl_grafo650.12.gml.cnf,1.0,SAT
gl_grafo651.16.gml.cnf,0,SAT
gl_grafo652.14.gml.cnf,0,SAT
gl_grafo653.12.gml.cnf,0,SAT
gl_grafo657.15.gml.cnf,0,SAT
gl_grafo658.15.gml.cnf,1.0,SAT
gl_grafo659.14.gml.cnf,0,SAT
gl_grafo660.13.gml.cnf,0,SAT
gl_grafo661.16.gml.cnf,0,SAT
gl_grafo662.14.gml.cnf,0,SAT
gl_grafo663.19.gml.cnf,1.0,SAT
gl_grafo665.13.gml.cnf,0,SAT
gl_grafo666.12.gml.cnf,0,SAT
gl_grafo667.12.gml.cnf,1.0,SAT
gl_grafo668.16.gml.cnf,0,SAT
gl_grafo669.12.gml.cnf,0,SAT
gl_grafo670.15.gml.cnf,0,SAT
gl_grafo671.13.gml.cnf,1.0,SAT
gl_grafo673.18.gml.cnf,0,SAT
gl_grafo674.15.gml.cnf,1.0,SAT
gl_grafo675.11.gml.cnf,0,SAT
gl_grafo676.11.gml.cnf,0,SAT
gl_grafo677.17.gml.cnf,1.0,SAT
gl_grafo678.17.gml.cnf,0,SAT
gl_grafo679.20.gml.cnf,1.0,SAT
gl_grafo682.16.gml.cnf,0,SAT
gl_grafo684.12.gml.cnf,1.0,SAT
gl_grafo685.11.gml.cnf,0,SAT
gl_grafo687.14.gml.cnf,0,SAT
gl_grafo688.10.gml.cnf,0,SAT
gl_grafo689.10.gml.cnf,0,SAT
gl_grafo690.11.gml.cnf,0,SAT
gl_grafo691.12.gml.cnf,0,SAT
gl_grafo693.16.gml.cnf,0,SAT
gl_grafo696.12.gml.cnf,1.0,SAT
gl_grafo697.15.gml.cnf,0,SAT
gl_grafo698.20.gml.cnf,0,SAT
gl_grafo699.14.gml.cnf,0,SAT
gl_grafo700.14.gml.cnf,1.0,SAT
gl_grafo701.14.gml.cnf,0,SAT
gl_grafo702.12.gml.cnf,0,SAT
gl_grafo703.19.gml.cnf,13.0,SAT
gl_grafo704.17.gml.cnf,1.0,SAT
gl_grafo705.16.gml.cnf,0,SAT
gl_grafo706.18.gml.cnf,1.0,SAT
gl_grafo707.15.gml.cnf,0,SAT
gl_grafo709.17.gml.cnf,0,SAT
gl_grafo710.15.gml.cnf,1.0,SAT
gl_grafo711.13.gml.cnf,0,SAT
gl_grafo713.12.gml.cnf,0,SAT
gl_grafo714.13.gml.cnf,0,SAT
gl_grafo716.13.gml.cnf,0,SAT
gl_grafo717.10.gml.cnf,0,SAT
gl_grafo718.10.gml.cnf,0,SAT
gl_grafo719.14.gml.cnf,0,SAT
gl_grafo720.14.gml.cnf,0,SAT
gl_grafo721.17.gml.cnf,0,SAT
gl_grafo722.15.gml.cnf,1.0,SAT
gl_grafo723.17.gml.cnf,0,SAT
gl_grafo724.18.gml.cnf,3.0,SAT
gl_grafo725.15.gml.cnf,1.0,SAT
gl_grafo726.14.gml.cnf,0,SAT
gl_grafo727.13.gml.cnf,1.0,SAT
gl_grafo729.15.gml.cnf,0,SAT
gl_grafo730.12.gml.cnf,0,SAT
gl_grafo731.14.gml.cnf,0,SAT
gl_grafo734.14.gml.cnf,0,SAT
gl_grafo735.15.gml.cnf,0,SAT
gl_grafo736.13.gml.cnf,0,SAT
gl_grafo737.14.gml.cnf,0,SAT
gl_grafo738.12.gml.cnf,0,SAT
gl_grafo739.15.gml.cnf,0,SAT
gl_grafo740.11.gml.cnf,0,SAT
gl_grafo741.14.gml.cnf,0,SAT
gl_grafo742.13.gml.cnf,1.0,SAT
gl_grafo746.13.gml.cnf,0,SAT
gl_grafo747.12.gml.cnf,0,SAT
gl_grafo748.11.gml.cnf,0,SAT
gl_grafo749.11.gml.cnf,0,SAT
gl_grafo750.12.gml.cnf,0,SAT
gl_grafo751.11.gml.cnf,0,SAT
gl_grafo754.16.gml.cnf,1.0,SAT
gl_grafo755.20.gml.cnf,0,SAT
gl_grafo756.12.gml.cnf,1.0,SAT
gl_grafo757.16.gml.cnf,0,SAT
gl_grafo758.10.gml.cnf,0,SAT
gl_grafo759.11.gml.cnf,0,SAT
gl_grafo760.13.gml.cnf,0,SAT
gl_grafo761.13.gml.cnf,0,SAT
gl_grafo763.18.gml.cnf,0,SAT
gl_grafo766.12.gml.cnf,1.0,SAT
gl_grafo769.14.gml.cnf,0,SAT
gl_grafo770.12.gml.cnf,0,SAT
gl_grafo771.19.gml.cnf,2.0,SAT
gl_grafo772.11.gml.cnf,0,SAT
gl_grafo773.12.gml.cnf,1.0,SAT
gl_grafo774.17.gml.cnf,0,SAT
gl_grafo775.17.gml.cnf,0,SAT
gl_grafo777.14.gml.cnf,1.0,SAT
gl_grafo778.15.gml.cnf,0,SAT
gl_grafo779.13.gml.cnf,0,SAT
gl_grafo780.15.gml.cnf,0,SAT
gl_grafo781.12.gml.cnf,0,SAT
gl_grafo782.10.gml.cnf,0,SAT
gl_grafo783.15.gml.cnf,1.0,SAT
gl_grafo784.18.gml.cnf,0,SAT
gl_grafo785.16.gml.cnf,1.0,SAT
gl_grafo786.20.gml.cnf,0,SAT
gl_grafo787.15.gml.cnf,0,SAT
gl_grafo788.16.gml.cnf,0,SAT
gl_grafo790.17.gml.cnf,1.0,SAT
gl_grafo791.13.gml.cnf,0,SAT
gl_grafo792.13.gml.cnf,0,SAT
gl_grafo793.13.gml.cnf,0,SAT
gl_grafo794.19.gml.cnf,1.0,SAT
gl_grafo795.14.gml.cnf,0,SAT
gl_grafo796.14.gml.cnf,1.0,SAT
gl_grafo797.14.gml.cnf,0,SAT
gl_grafo800.12.gml.cnf,0,SAT
gl_grafo801.13.gml.cnf,0,SAT
gl_grafo802.17.gml.cnf,0,SAT
gl_grafo803.15.gml.cnf,0,SAT
gl_grafo805.13.gml.cnf,1.0,SAT
gl_grafo806.15.gml.cnf,0,SAT
gl_grafo807.12.gml.cnf,0,SAT
gl_grafo808.12.gml.cnf,0,SAT
gl_grafo809.15.gml.cnf,1.0,SAT
gl_grafo810.16.gml.cnf,1.0,SAT
gl_grafo811.14.gml.cnf,0,SAT
gl_grafo812.14.gml.cnf,0,SAT
gl_grafo813.13.gml.cnf,0,SAT
gl_grafo814.14.gml.cnf,0,SAT
gl_grafo815.15.gml.cnf,0,SAT
gl_grafo816.17.gml.cnf,0,SAT
gl_grafo817.18.gml.cnf,0,SAT
gl_grafo818.13.gml.cnf,0,SAT
gl_grafo820.18.gml.cnf,0,SAT
gl_grafo821.16.gml.cnf,0,SAT
gl_grafo822.11.gml.cnf,1.0,SAT
gl_grafo823.16.gml.cnf,0,SAT
gl_grafo824.12.gml.cnf,1.0,SAT
gl_grafo825.15.gml.cnf,0,SAT
gl_grafo827.12.gml.cnf,0,SAT
gl_grafo829.17.gml.cnf,0,SAT
gl_grafo831.16.gml.cnf,1.0,SAT
gl_grafo833.13.gml.cnf,0,SAT
gl_grafo834.11.gml.cnf,0,SAT
gl_grafo836.10.gml.cnf,0,SAT
gl_grafo837.10.gml.cnf,0,SAT
gl_grafo838.16.gml.cnf,1.0,SAT
gl_grafo839.14.gml.cnf,0,SAT
gl_grafo840.17.gml.cnf,1.0,SAT
gl_grafo841.14.gml.cnf,0,SAT
gl_grafo843.14.gml.cnf,0,SAT
gl_grafo844.12.gml.cnf,0,SAT
gl_grafo845.16.gml.cnf,1.0,SAT
gl_grafo848.13.gml.cnf,1.0,SAT
gl_grafo849.11.gml.cnf,0,SAT
gl_grafo850.12.gml.cnf,0,SAT
gl_grafo851.17.gml.cnf,0,SAT
gl_grafo852.19.gml.cnf,1.0,SAT
gl_grafo853.16.gml.cnf,0,SAT
gl_grafo854.12.gml.cnf,0,SAT
gl_grafo855.15.gml.cnf,1.0,SAT
gl_grafo856.11.gml.cnf,0,SAT
gl_grafo857.11.gml.cnf,0,SAT
gl_grafo861.12.gml.cnf,0,SAT
gl_grafo863.18.gml.cnf,0,SAT
gl_grafo864.16.gml.cnf,0,SAT
gl_grafo866.19.gml.cnf,1.0,SAT
gl_grafo867.12.gml.cnf,0,SAT
gl_grafo868.12.gml.cnf,1.0,SAT
gl_grafo869.10.gml.cnf,0,SAT
gl_grafo870.10.gml.cnf,0,SAT
gl_grafo871.14.gml.cnf,0,SAT
gl_grafo873.20.gml.cnf,0,SAT
gl_grafo874.20.gml.cnf,1.0,SAT
gl_grafo875.20.gml.cnf,0,SAT
gl_grafo877.16.gml.cnf,0,SAT
gl_grafo878.13.gml.cnf,0,SAT
gl_grafo879.15.gml.cnf,1.0,SAT
gl_grafo880.17.gml.cnf,0,SAT
gl_grafo881.10.gml.cnf,0,SAT
gl_grafo883.14.gml.cnf,0,SAT
gl_grafo884.17.gml.cnf,1.0,SAT
gl_grafo885.18.gml.cnf,0,SAT
gl_grafo886.15.gml.cnf,0,SAT
gl_grafo887.13.gml.cnf,0,SAT
gl_grafo888.12.gml.cnf,1.0,SAT
gl_grafo890.13.gml.cnf,0,SAT
gl_grafo891.13.gml.cnf,0,SAT
gl_grafo893.17.gml.cnf,1.0,SAT
gl_grafo894.16.gml.cnf,0,SAT
gl_grafo895.12.gml.cnf,0,SAT
gl_grafo896.16.gml.cnf,0,SAT
gl_grafo897.12.gml.cnf,0,SAT
gl_grafo898.10.gml.cnf,0,SAT
gl_grafo899.14.gml.cnf,0,SAT
gl_grafo900.11.gml.cnf,1.0,SAT
gl_grafo903.17.gml.cnf,0,SAT
gl_grafo904.20.gml.cnf,0,SAT
gl_grafo905.15.gml.cnf,1.0,SAT
gl_grafo906.12.gml.cnf,0,SAT
gl_grafo907.10.gml.cnf,0,SAT
gl_grafo908.12.gml.cnf,0,SAT
gl_grafo910.10.gml.cnf,0,SAT
gl_grafo911.12.gml.cnf,0,SAT
gl_grafo912.14.gml.cnf,0,SAT
gl_grafo913.15.gml.cnf,1.0,SAT
gl_grafo917.17.gml.cnf,0,SAT
gl_grafo919.12.gml.cnf,0,SAT
gl_grafo921.16.gml.cnf,0,SAT
gl_grafo922.14.gml.cnf,0,SAT
gl_grafo923.17.gml.cnf,1.0,SAT
gl_grafo924.19.gml.cnf,0,SAT
gl_grafo926.14.gml.cnf,0,SAT
gl_grafo927.11.gml.cnf,0,SAT
gl_grafo928.13.gml.cnf,0,SAT
gl_grafo929.16.gml.cnf,0,SAT
gl_grafo930.13.gml.cnf,1.0,SAT
gl_grafo931.13.gml.cnf,0,SAT
gl_grafo933.12.gml.cnf,0,SAT
gl_grafo934.16.gml.cnf,0,SAT
gl_grafo936.12.gml.cnf,1.0,SAT
gl_grafo937.11.gml.cnf,0,SAT
gl_grafo938.10.gml.cnf,0,SAT
gl_grafo939.15.gml.cnf,0,SAT
gl_grafo940.20.gml.cnf,1.0,SAT
gl_grafo944.14.gml.cnf,0,SAT
gl_grafo945.17.gml.cnf,1.0,SAT
gl_grafo947.15.gml.cnf,0,SAT
gl_grafo948.15.gml.cnf,0,SAT
gl_grafo949.10.gml.cnf,0,SAT
gl_grafo950.19.gml.cnf,0,SAT
gl_grafo951.13.gml.cnf,1.0,SAT
gl_grafo952.19.gml.cnf,0,SAT
gl_grafo953.18.gml.cnf,2.0,SAT
gl_grafo954.12.gml.cnf,0,SAT
gl_grafo955.13.gml.cnf,0,SAT
gl_grafo956.14.gml.cnf,0,SAT
gl_grafo957.12.gml.cnf,0,SAT
gl_grafo958.13.gml.cnf,1.0,SAT
gl_grafo961.10.gml.cnf,0,SAT
gl_grafo962.10.gml.cnf,0,SAT
gl_grafo963.19.gml.cnf,0,SAT
gl_grafo964.13.gml.cnf,0,SAT
gl_grafo965.15.gml.cnf,0,SAT
gl_grafo966.13.gml.cnf,0,SAT
gl_grafo967.16.gml.cnf,1.0,SAT
gl_grafo968.13.gml.cnf,0,SAT
gl_grafo969.12.gml.cnf,0,SAT
gl_grafo970.12.gml.cnf,0,SAT
gl_grafo971.17.gml.cnf,0,SAT
gl_grafo972.18.gml.cnf,2.0,SAT
gl_grafo973.14.gml.cnf,0,SAT
gl_grafo974.14.gml.cnf,0,SAT
gl_grafo976.19.gml.cnf,2.0,SAT
gl_grafo977.19.gml.cnf,1.0,SAT
gl_grafo978.10.gml.cnf,0,SAT
gl_grafo979.13.gml.cnf,0,SAT
gl_grafo980.20.gml.cnf,12.0,SAT
gl_grafo981.16.gml.cnf,0,SAT
gl_grafo982.15.gml.cnf,0,SAT
gl_grafo983.19.gml.cnf,1.0,SAT
gl_grafo984.18.gml.cnf,0,SAT
gl_grafo985.15.gml.cnf,1.0,SAT
gl_grafo986.12.gml.cnf,0,SAT
gl_grafo988.11.gml.cnf,0,SAT
gl_grafo989.13.gml.cnf,0,SAT
gl_grafo990.13.gml.cnf,0,SAT
gl_grafo991.13.gml.cnf,1.0,SAT
gl_grafo992.16.gml.cnf,0,SAT
gl_grafo993.18.gml.cnf,0,SAT
gl_grafo994.13.gml.cnf,0,SAT
gl_grafo995.18.gml.cnf,1.0,SAT
gl_grafo996.11.gml.cnf,0,SAT
gl_grafo997.11.gml.cnf,1.0,SAT
gl_grafo998.16.gml.cnf,1.0,SAT
gl_grafo999.13.gml.cnf,0,SAT
